id,title
125,The Matrix Reloaded
126,Thor: The Dark World
127,Mad Max: Fury Road
128,Angels & Demons
129,Thor
130,Bolt
131,G-Force
132,Wrath of the Titans
133,Dark Shadows
134,Mission: Impossible - Rogue Nation
135,The Wolfman
136,Bee Movie
137,Kung Fu Panda 2
138,The Last Airbender
139,Mission: Impossible III
140,White House Down
141,Mars Needs Moms
142,Flushed Away
143,Pan
144,Mr. Peabody & Sherman
145,Troy
146,Madagascar 3: Europe's Most Wanted
147,Die Another Day
148,Ghostbusters
149,Armageddon
150,Men in Black II
151,Beowulf
152,Kung Fu Panda 3
153,Mission: Impossible - Ghost Protocol
154,Rise of the Guardians
155,Fun with Dick and Jane
156,The Last Samurai
157,Exodus: Gods and Kings
158,Star Trek
159,Spider-Man
160,How to Train Your Dragon 2
161,Gods of Egypt
162,Stealth
163,Watchmen
164,Lethal Weapon 4
165,Hulk
166,G.I. Joe: Retaliation
167,Sahara
168,Final Fantasy: The Spirits Within
169,Captain America: The First Avenger
170,The World Is Not Enough
171,Master and Commander: The Far Side of the World
172,The Twilight Saga: Breaking Dawn - Part 2
173,Happy Feet Two
174,The Incredible Hulk
175,The BFG
176,The Revenant
177,Turbo
178,Rango
179,Penguins of Madagascar
180,The Bourne Ultimatum
181,Kung Fu Panda
182,Ant-Man
183,The Hunger Games: Catching Fire
184,Home
185,War of the Worlds
186,Bad Boys II
187,Puss in Boots
188,Salt
189,Noah
190,The Adventures of Tintin
191,Harry Potter and the Prisoner of Azkaban
192,Australia
193,After Earth
194,Dinosaur
195,Night at the Museum: Secret of the Tomb
196,Megamind
197,Harry Potter and the Philosopher's Stone
198,R.I.P.D.
199,Pirates of the Caribbean: The Curse of the Black Pearl
200,The Hunger Games: Mockingjay - Part 1
201,The Da Vinci Code
202,Rio 2
203,X2
204,Fast Five
205,Sherlock Holmes: A Game of Shadows
206,Clash of the Titans
207,Total Recall
208,The 13th Warrior
209,The Bourne Legacy
210,Batman & Robin
211,How the Grinch Stole Christmas
212,The Day After Tomorrow
213,Mission: Impossible II
214,The Perfect Storm
215,Fantastic 4: Rise of the Silver Surfer
216,Life of Pi
217,Ghost Rider
218,Jason Bourne
219,Charlie's Angels: Full Throttle
220,Prometheus
221,Stuart Little 2
222,Elysium
223,The Chronicles of Riddick
224,RoboCop
225,Speed Racer
226,How Do You Know
227,Knight and Day
228,Oblivion
229,Star Wars: Episode III - Revenge of the Sith
230,Star Wars: Episode II - Attack of the Clones
231,"Monsters, Inc."
232,The Wolverine
233,Star Wars: Episode I - The Phantom Menace
234,The Croods
235,Asterix at the Olympic Games
236,Windtalkers
237,The Huntsman: Winter's War
238,Teenage Mutant Ninja Turtles
239,Gravity
240,Dante's Peak
241,Teenage Mutant Ninja Turtles: Out of the Shadows
242,Fantastic Four
243,Night at the Museum
244,San Andreas
245,Tomorrow Never Dies
246,The Patriot
247,Ocean's Twelve
248,Mr. & Mrs. Smith
249,Insurgent
250,The Aviator
251,Gulliver's Travels
252,The Green Hornet
253,300: Rise of an Empire
254,The Smurfs
255,Home on the Range
256,Allegiant
257,Real Steel
258,The Smurfs 2
259,Speed 2: Cruise Control
260,Ender's Game
261,Live Free or Die Hard
262,The Lord of the Rings: The Fellowship of the Ring
263,Around the World in 80 Days
264,Ali
265,The Cat in the Hat
266,"I, Robot"
267,Kingdom of Heaven
268,Stuart Little
269,The Princess and the Frog
270,The Martian
271,The Island
272,Town & Country
273,Gone in Sixty Seconds
274,Gladiator
275,Minority Report
276,Harry Potter and the Chamber of Secrets
277,Casino Royale
278,Planet of the Apes
279,Terminator 2: Judgment Day
280,Public Enemies
281,American Gangster
282,True Lies
283,The Taking of Pelham 1 2 3
284,Little Fockers
285,The Other Guys
286,Eraser
287,Django Unchained
288,The Hunchback of Notre Dame
289,The Emperor's New Groove
290,The Expendables 2
291,National Treasure
292,Eragon
293,Where the Wild Things Are
294,Epic
295,The Tourist
296,End of Days
297,Blood Diamond
298,The Wolf of Wall Street
299,Batman Forever
300,Starship Troopers
301,Cloud Atlas
302,Legend of the Guardians: The Owls of Ga'Hoole
303,Catwoman
304,Hercules
305,Treasure Planet
306,Land of the Lost
307,The Expendables 3
308,Point Break
309,Son of the Mask
310,In the Heart of the Sea
311,The Adventures of Pluto Nash
312,Green Zone
313,The Peanuts Movie
314,The Spanish Prisoner
315,The Mummy Returns
316,Gangs of New York
317,The Flowers of War
318,Surf's Up
319,The Stepford Wives
320,Black Hawk Down
321,The Campaign
322,The Fifth Element
323,Sex and the City 2
324,The Road to El Dorado
325,Ice Age: Continental Drift
326,Cinderella
327,The Lovely Bones
328,Finding Nemo
329,The Lord of the Rings: The Return of the King
330,The Lord of the Rings: The Two Towers
331,Seventh Son
332,Lara Croft: Tomb Raider
333,Transcendence
334,Jurassic Park III
335,Rise of the Planet of the Apes
336,The Spiderwick Chronicles
337,A Good Day to Die Hard
338,The Alamo
339,The Incredibles
340,Cutthroat Island
341,Percy Jackson & the Olympians: The Lightning Thief
342,Men in Black
343,Toy Story 2
344,Unstoppable
345,Rush Hour 2
346,What Lies Beneath
347,Cloudy with a Chance of Meatballs
348,Ice Age: Dawn of the Dinosaurs
349,The Secret Life of Walter Mitty
350,Charlie's Angels
351,The Departed
352,Mulan
353,Tropic Thunder
354,The Girl with the Dragon Tattoo
355,Die Hard: With a Vengeance
356,Sherlock Holmes
357,Ben-Hur
358,Atlantis: The Lost Empire
359,Alvin and the Chipmunks: The Road Chip
360,Valkyrie
361,You Don't Mess with the Zohan
362,Pixels
363,A.I. Artificial Intelligence
364,The Haunted Mansion
365,Contact
366,Hollow Man
367,The Interpreter
368,Percy Jackson: Sea of Monsters
369,Lara Croft Tomb Raider: The Cradle of Life
370,Now You See Me 2
371,The Saint
372,Spy Game
373,Mission to Mars
374,Rio
375,Bicentennial Man
376,Volcano
377,The Devil's Own
378,K-19: The Widowmaker
379,Conan the Barbarian
380,Cinderella Man
381,The Nutcracker: The Untold Story
382,Seabiscuit
383,Twister
384,Cast Away
385,Happy Feet
386,The Bourne Supremacy
387,Air Force One
388,Ocean's Eleven
389,The Three Musketeers
390,Hotel Transylvania
391,Enchanted
392,Safe House
393,102 Dalmatians
394,Tower Heist
395,The Holiday
396,Enemy of the State
397,It's Complicated
398,Ocean's Thirteen
399,Open Season
400,Divergent
401,Enemy at the Gates
402,The Rundown
403,Last Action Hero
404,Memoirs of a Geisha
405,The Fast and the Furious: Tokyo Drift
406,Arthur Christmas
407,Meet Joe Black
408,Collateral Damage
409,All That Jazz
410,Mirror Mirror
411,Scott Pilgrim vs. the World
412,The Core
413,Nutty Professor II: The Klumps
414,Scooby-Doo
415,Dredd
416,Click
417,Creepshow
418,Cats & Dogs 2 : The Revenge of Kitty Galore
419,Jumper
420,Hellboy II: The Golden Army
421,Zodiac
422,The 6th Day
423,Bruce Almighty
424,The Expendables
425,Mission: Impossible
426,The Hunger Games
427,The Hangover Part II
428,Batman Returns
429,Over the Hedge
430,Lilo & Stitch
431,Charlotte's Web
432,Deep Impact
433,RED 2
434,The Longest Yard
435,Alvin and the Chipmunks: Chipwrecked
436,Grown Ups 2
437,Get Smart
438,Something's Gotta Give
439,Shutter Island
440,Four Christmases
441,Robots
442,Face/Off
443,Bedtime Stories
444,Road to Perdition
445,Just Go with It
446,Con Air
447,Eagle Eye
448,Cold Mountain
449,The Book of Eli
450,Flubber
451,The Haunting
452,Space Jam
453,The Pink Panther
454,The Day the Earth Stood Still
455,Conspiracy Theory
456,Fury
457,Six Days Seven Nights
458,Yogi Bear
459,Spirit: Stallion of the Cimarron
460,Zookeeper
461,Lost in Space
462,The Manchurian Candidate
463,Déjà Vu
464,Hotel Transylvania 2
465,Fantasia 2000
466,The Time Machine
467,Mighty Joe Young
468,Swordfish
469,The Legend of Zorro
470,What Dreams May Come
471,Little Nicky
472,The Brothers Grimm
473,Mars Attacks!
474,Evolution
475,The Edge
476,Surrogates
477,Thirteen Days
478,Daylight
479,Walking With Dinosaurs
480,Battlefield Earth
481,Looney Tunes: Back in Action
482,Nine
483,Timeline
484,The Postman
485,Babe: Pig in the City
486,The Last Witch Hunter
487,Red Planet
488,Arthur and the Invisibles
489,Oceans
490,A Sound of Thunder
491,Pompeii
492,Top Cat Begins
493,A Beautiful Mind
494,The Lion King
495,Journey 2: The Mysterious Island
496,Cloudy with a Chance of Meatballs 2
497,Red Dragon
498,Hidalgo
499,Jack and Jill
500,2 Fast 2 Furious
501,The Little Prince
502,The Invasion
503,The Adventures of Rocky & Bullwinkle
504,The Secret Life of Pets
505,The League of Extraordinary Gentlemen
506,Despicable Me 2
507,Independence Day
508,The Lost World: Jurassic Park
509,Madagascar
510,Children of Men
511,X-Men
512,Wanted
513,The Rock
514,Ice Age: The Meltdown
515,50 First Dates
516,Hairspray
517,Exorcist: The Beginning
518,Inspector Gadget
519,Now You See Me
520,Grown Ups
521,The Terminal
522,Hotel for Dogs
523,Vertical Limit
524,Charlie Wilson's War
525,Shark Tale
526,Dreamgirls
527,Be Cool
528,Munich
529,Tears of the Sun
530,Killers
531,The Man from U.N.C.L.E.
532,Spanglish
533,Monster House
534,Bandits
535,First Knight
536,Anna and the King
537,Immortals
538,Hostage
539,Titan A.E.
540,Hollywood Homicide
541,Soldier
542,Carriers
543,Monkeybone
544,Flight of the Phoenix
545,Unbreakable
546,Minions
547,Sucker Punch
548,Snake Eyes
549,Sphere
550,The Angry Birds Movie
551,Fool's Gold
552,Funny People
553,The Kingdom
554,Talladega Nights: The Ballad of Ricky Bobby
555,Dr. Dolittle 2
556,Braveheart
557,Jarhead
558,The Simpsons Movie
559,The Majestic
560,Driven
561,Two Brothers
562,The Village
563,Doctor Dolittle
564,Signs
565,Shrek 2
566,Cars
567,Runaway Bride
568,xXx
569,The SpongeBob Movie: Sponge Out of Water
570,Ransom
571,Inglourious Basterds
572,Hook
573,Die Hard 2
574,S.W.A.T.
575,Vanilla Sky
576,Lady in the Water
577,AVP: Alien vs. Predator
578,Alvin and the Chipmunks: The Squeakquel
579,We Were Soldiers
580,Olympus Has Fallen
581,Star Trek: Insurrection
582,Battle: Los Angeles
583,Big Fish
584,Wolf
585,War Horse
586,The Monuments Men
587,The Abyss
588,Wall Street: Money Never Sleeps
589,Dracula Untold
590,The Siege
591,Stardust
592,Seven Years in Tibet
593,The Dilemma
594,Bad Company
595,Doom
596,I Spy
597,Underworld: Awakening
598,Rock of Ages
599,Hart's War
600,Killer Elite
601,Rollerball
602,Ballistic: Ecks vs. Sever
603,Hard Rain
604,Osmosis Jones
605,Legends of Oz: Dorothy's Return
606,Blackhat
607,Sky Captain and the World of Tomorrow
608,Basic Instinct 2
609,Escape Plan
610,The Legend of Hercules
611,The Sum of All Fears
612,The Twilight Saga: Eclipse
613,The Score
614,Despicable Me
615,Money Train
616,Ted 2
617,Agora
618,Mystery Men
619,Hall Pass
620,The Insider
621,The Finest Hours
622,Body of Lies
623,Dinner for Schmucks
624,Abraham Lincoln: Vampire Hunter
625,Entrapment
626,The X Files
627,The Last Legion
628,Saving Private Ryan
629,Need for Speed
630,What Women Want
631,Ice Age
632,Dreamcatcher
633,Lincoln
634,The Matrix
635,Apollo 13
636,The Santa Clause 2
637,Les Misérables
638,You've Got Mail
639,Step Brothers
640,The Mask of Zorro
641,Due Date
642,Unbroken
643,Space Cowboys
644,Cliffhanger
645,Broken Arrow
646,The Kid
647,World Trade Center
648,Mona Lisa Smile
649,The Dictator
650,Eyes Wide Shut
651,Annie
652,Focus
653,This Means War
654,Blade: Trinity
655,Red Dawn
656,Primary Colors
657,Resident Evil: Retribution
658,Death Race
659,The Long Kiss Goodnight
660,Proof of Life
661,Zathura: A Space Adventure
662,Fight Club
663,We Are Marshall
664,Hudson Hawk
665,Lucky Numbers
666,"I, Frankenstein"
667,Oliver Twist
668,Elektra
669,Sin City: A Dame to Kill For
670,Random Hearts
671,Everest
672,Perfume: The Story of a Murderer
673,Austin Powers in Goldmember
674,Astro Boy
675,Jurassic Park
676,Wyatt Earp
677,Clear and Present Danger
678,Dragon Blade
679,Little Man
680,U-571
681,The American President
682,The Love Guru
683,3000 Miles to Graceland
684,The Hateful Eight
685,Blades of Glory
686,Hop
687,300
688,Meet the Fockers
689,Marley & Me
690,The Green Mile
691,Wild Hogs
692,Chicken Little
693,Gone Girl
694,The Bourne Identity
695,GoldenEye
696,The General's Daughter
697,The Truman Show
698,The Prince of Egypt
699,Daddy Day Care
700,2 Guns
701,Cats & Dogs
702,The Italian Job
703,Two Weeks Notice
704,Antz
705,Couples Retreat
706,Days of Thunder
707,Cheaper by the Dozen 2
708,Maze Runner: The Scorch Trials
709,Eat Pray Love
710,The Family Man
711,RED
712,Any Given Sunday
713,The Horse Whisperer
714,Collateral
715,The Scorpion King
716,Ladder 49
717,Jack Reacher
718,Deep Blue Sea
719,This Is It
720,Contagion
721,Kangaroo Jack
722,Coraline
723,The Happening
724,Man on Fire
725,The Shaggy Dog
726,Starsky & Hutch
727,Jingle All the Way
728,Hellboy
729,A Civil Action
730,ParaNorman
731,The Jackal
732,Paycheck
733,Up Close & Personal
734,The Tale of Despereaux
735,The Tuxedo
736,Under Siege 2: Dark Territory
737,Jack Ryan: Shadow Recruit
738,Joy
739,London Has Fallen
740,Alien: Resurrection
741,Shooter
742,The Boxtrolls
743,Practical Magic
744,The Lego Movie
745,Miss Congeniality 2: Armed and Fabulous
746,Reign of Fire
747,Gangster Squad
748,Year One
749,Invictus
750,State of Play
751,Duplicity
752,My Favorite Martian
753,The Sentinel
754,Planet 51
755,Star Trek: Nemesis
756,Intolerable Cruelty
757,Trouble with the Curve
758,Edge of Darkness
759,The Relic
760,Analyze That
761,Righteous Kill
762,Mercury Rising
763,The Soloist
764,The Legend of Bagger Vance
765,Almost Famous
766,Garfield: A Tail of Two Kitties
767,xXx: State of the Union
768,Priest
769,Sinbad: Legend of the Seven Seas
770,Event Horizon
771,Dragonfly
772,The Black Dahlia
773,Flyboys
774,The Last Castle
775,Supernova
776,Winter's Tale
777,The Mortal Instruments: City of Bones
778,Meet Dave
779,Dark Water
780,Edtv
781,Inkheart
782,The Spirit
783,Mortdecai
784,In the Name of the King: A Dungeon Siege Tale
785,Beyond Borders
786,The Monkey King 2
787,The Great Raid
788,Deadpool
789,Holy Man
790,American Sniper
791,Goosebumps
792,Just Like Heaven
793,The Flintstones in Viva Rock Vegas
794,Rambo III
795,Leatherheads
796,The Ridiculous 6
797,Did You Hear About the Morgans?
798,The Internship
799,Resident Evil: Afterlife
800,Red Tails
801,The Devil's Advocate
802,That's My Boy
803,DragonHeart
804,After the Sunset
805,Ghost Rider: Spirit of Vengeance
806,Captain Corelli's Mandolin
807,The Pacifier
808,Walking Tall
809,Forrest Gump
810,Alvin and the Chipmunks
811,Meet the Parents
812,Pocahontas
813,Superman
814,The Nutty Professor
815,Hitch
816,George of the Jungle
817,American Wedding
818,Captain Phillips
819,Date Night
820,Casper
821,The Equalizer
822,Maid in Manhattan
823,Crimson Tide
824,The Pursuit of Happyness
825,Flightplan
826,Disclosure
827,City of Angels
828,Kill Bill: Vol. 1
829,Bowfinger
830,Kill Bill: Vol. 2
831,Tango & Cash
832,Death Becomes Her
833,Shanghai Noon
834,Executive Decision
835,Mr. Popper's Penguins
836,The Forbidden Kingdom
837,Free Birds
838,Alien³
839,Evita
840,Ronin
841,The Ghost and the Darkness
842,Paddington
843,The Watch
844,The Hunted
845,Instinct
846,Stuck on You
847,Semi-Pro
848,The Pirates! In an Adventure with Scientists!
849,Changeling
850,Chain Reaction
851,The Fan
852,The Phantom of the Opera
853,Elizabeth: The Golden Age
854,Æon Flux
855,Gods and Generals
856,Turbulence
857,Imagine That
858,Muppets Most Wanted
859,Thunderbirds
860,Burlesque
861,A Very Long Engagement
862,Lolita
863,D-Tox
864,Blade II
865,Seven Pounds
866,Bullet to the Head
867,The Godfather: Part III
868,Elizabethtown
869,"You, Me and Dupree"
870,Superman II
871,Gigli
872,All the King's Men
873,Shaft
874,Anastasia
875,Moulin Rouge!
876,Domestic Disturbance
877,Black Mass
878,Flags of Our Fathers
879,Law Abiding Citizen
880,Grindhouse
881,Beloved
882,Lucky You
883,Catch Me If You Can
884,Zero Dark Thirty
885,The Break-Up
886,Mamma Mia!
887,Valentine's Day
888,The Dukes of Hazzard
889,The Thin Red Line
890,The Change-Up
891,Man on the Moon
892,Casino
893,From Paris with Love
894,Bulletproof Monk
895,"Me, Myself & Irene"
896,Barnyard
897,Deck the Halls
898,The Twilight Saga: New Moon
899,Shrek
900,The Adjustment Bureau
901,Robin Hood: Prince of Thieves
902,Jerry Maguire
903,Ted
904,As Good as It Gets
905,Patch Adams
906,Anchorman 2: The Legend Continues
907,Mr. Deeds
908,Super 8
909,Erin Brockovich
910,How to Lose a Guy in 10 Days
911,22 Jump Street
912,Interview with the Vampire
913,Yes Man
914,Central Intelligence
915,Stepmom
916,Daddy's Home
917,Into the Woods
918,Inside Man
919,Payback
920,Congo
921,We Bought a Zoo
922,Knowing
923,Failure to Launch
924,The Ring Two
925,"Crazy, Stupid, Love."
926,Garfield
927,Christmas with the Kranks
928,Moneyball
929,Outbreak
930,Non-Stop
931,Race to Witch Mountain
932,V for Vendetta
933,Shanghai Knights
934,Curious George
935,Herbie Fully Loaded
936,Don't Say a Word
937,Hansel & Gretel: Witch Hunters
938,Unfaithful
939,I Am Number Four
940,Syriana
941,13 Hours: The Secret Soldiers of Benghazi
942,The Book of Life
943,Firewall
944,Absolute Power
945,G.I. Jane
946,The Game
947,Silent Hill
948,The Replacements
949,American Reunion
950,The Negotiator
951,Into the Storm
952,Beverly Hills Cop III
953,Gremlins 2: The New Batch
954,The Judge
955,The Peacemaker
956,Resident Evil: Apocalypse
957,Bridget Jones: The Edge of Reason
958,Out of Time
959,On Deadly Ground
960,The Adventures of Sharkboy and Lavagirl
961,The Beach
962,Raising Helen
963,Ninja Assassin
964,For Love of the Game
965,Striptease
966,Marmaduke
967,Hereafter
968,Murder by Numbers
969,Assassins
970,Hannibal Rising
971,The Story of Us
972,The Host
973,The Host
974,Basic
975,Blood Work
976,The International
977,Escape from L.A.
978,The Iron Giant
979,The Life Aquatic with Steve Zissou
980,Free State of Jones
981,The Life of David Gale
982,Man of the House
983,Run All Night
984,Eastern Promises
985,Into the Blue
986,The Messenger: The Story of Joan of Arc
987,Your Highness
988,Dream House
989,Mad City
990,Baby's Day Out
991,The Scarlet Letter
992,Fair Game
993,Domino
994,Jade
995,Gamer
996,Beautiful Creatures
997,Death to Smoochy
998,Zoolander 2
999,The Big Bounce
1000,What Planet Are You From?
1001,Drive Angry
1002,Street Fighter: The Legend of Chun-Li
1003,The One
1004,The Adventures of Ford Fairlane
1005,The Boat That Rocked
1006,Traffic
1007,Indiana Jones and the Last Crusade
1008,Anna Karenina
1009,Chappie
1010,The Bone Collector
1011,Panic Room
1012,The Tooth Fairy
1013,Three Kings
1014,Child 44
1015,Rat Race
1016,K-PAX
1017,Kate & Leopold
1018,Bedazzled
1019,The Cotton Club
1020,3:10 to Yuma
1021,Taken 3
1022,Out of Sight
1023,The Cable Guy
1024,Earth
1025,Dick Tracy
1026,The Thomas Crown Affair
1027,Riding in Cars with Boys
1028,First Blood
1029,Solaris
1030,Happily N'Ever After
1031,Mary Reilly
1032,My Best Friend's Wedding
1033,America's Sweethearts
1034,Insomnia
1035,Star Trek: First Contact
1036,Jonah Hex
1037,Courage Under Fire
1038,Liar Liar
1039,The Infiltrator
1040,Inchon
1041,The Flintstones
1042,Taken 2
1043,Scary Movie 3
1044,Miss Congeniality
1045,Journey to the Center of the Earth
1046,The Princess Diaries 2: Royal Engagement
1047,The Pelican Brief
1048,The Client
1049,The Bucket List
1050,Patriot Games
1051,Monster-in-Law
1052,Prisoners
1053,Training Day
1054,Galaxy Quest
1055,Scary Movie 2
1056,The Muppets
1057,Blade
1058,Coach Carter
1059,Changing Lanes
1060,Anaconda
1061,Coyote Ugly
1062,Love Actually
1063,A Bug's Life
1064,From Hell
1065,The Specialist
1066,Tin Cup
1067,"Yours, Mine and Ours"
1068,Kicking & Screaming
1069,The Hitchhiker's Guide to the Galaxy
1070,Fat Albert
1071,Resident Evil: Extinction
1072,Blended
1073,Last Holiday
1074,The River Wild
1075,The Indian in the Cupboard
1076,Savages
1077,Cellular
1078,Johnny English
1079,The Ant Bully
1080,Dune
1081,Across the Universe
1082,Revolutionary Road
1083,16 Blocks
1084,Babylon A.D.
1085,The Glimmer Man
1086,Multiplicity
1087,Aliens in the Attic
1088,The Pledge
1089,The Producers
1090,The Phantom
1091,All the Pretty Horses
1092,Nixon
1093,The Ghost Writer
1094,Deep Rising
1095,Miracle at St. Anna
1096,Curse of the Golden Flower
1097,Bangkok Dangerous
1098,Big Trouble
1099,Love in the Time of Cholera
1100,Shadow Conspiracy
1101,Johnny English Reborn
1102,Foodfight!
1103,Argo
1104,The Fugitive
1105,The Bounty Hunter
1106,Sleepers
1107,Rambo: First Blood Part II
1108,The Juror
1109,Pinocchio
1110,Heaven's Gate
1111,Underworld: Evolution
1112,Victor Frankenstein
1113,Finding Forrester
1114,28 Days
1115,Unleashed
1116,The Sweetest Thing
1117,The Firm
1118,Charlie St. Cloud
1119,The Mechanic
1120,21 Jump Street
1121,Notting Hill
1122,Chicken Run
1123,Along Came Polly
1124,Boomerang
1125,The Heat
1126,Cleopatra
1127,Here Comes the Boom
1128,High Crimes
1129,The Mirror Has Two Faces
1130,The Mothman Prophecies
1131,Brüno
1132,Licence to Kill
1133,Red Riding Hood
1134,15 Minutes
1135,Super Mario Bros.
1136,Lord of War
1137,Hero
1138,One for the Money
1139,The Interview
1140,The Warrior's Way
1141,Micmacs
1142,8 Mile
1143,Why I Did (Not) Eat My Father
1144,A Knight's Tale
1145,The Medallion
1146,The Sixth Sense
1147,Man on a Ledge
1148,The Big Year
1149,The Karate Kid
1150,American Hustle
1151,The Proposal
1152,Double Jeopardy
1153,Back to the Future Part II
1154,Lucy
1155,Fifty Shades of Grey
1156,Spy Kids 3-D: Game Over
1157,A Time to Kill
1158,Cheaper by the Dozen
1159,Lone Survivor
1160,A League of Their Own
1161,The Conjuring 2
1162,The Social Network
1163,He's Just Not That Into You
1164,Scary Movie 4
1165,Scream 3
1166,Back to the Future Part III
1167,Get Hard
1168,Dracula
1169,Julie & Julia
1170,42
1171,The Talented Mr. Ripley
1172,Dumb and Dumber To
1173,Eight Below
1174,The Intern
1175,Ride Along 2
1176,The Last of the Mohicans
1177,Ray
1178,Sin City
1179,Vantage Point
1180,"I Love You, Man"
1181,Shallow Hal
1182,JFK
1183,Big Momma's House 2
1184,The Mexican
1185,17 Again
1186,The Other Woman
1187,The Final Destination
1188,Bridge of Spies
1189,Behind Enemy Lines
1190,Get Him to the Greek
1191,Shall We Dance?
1192,Small Soldiers
1193,Spawn
1194,The Count of Monte Cristo
1195,The Lincoln Lawyer
1196,Unknown
1197,The Prestige
1198,Horrible Bosses 2
1199,Escape from Planet Earth
1200,Apocalypto
1201,The Living Daylights
1202,Predators
1203,Legal Eagles
1204,Secret Window
1205,The Lake House
1206,The Skeleton Key
1207,The Odd Life of Timothy Green
1208,Made of Honor
1209,Jersey Boys
1210,The Rainmaker
1211,Gothika
1212,Amistad
1213,Medicine Man
1214,Aliens vs Predator: Requiem
1215,Ri¢hie Ri¢h
1216,Autumn in New York
1217,Music and Lyrics
1218,Paul
1219,The Guilt Trip
1220,Scream 4
1221,8MM
1222,The Doors
1223,Sex Tape
1224,Hanging Up
1225,Final Destination 5
1226,Mickey Blue Eyes
1227,Pay It Forward
1228,Fever Pitch
1229,Drillbit Taylor
1230,A Million Ways to Die in the West
1231,The Shadow
1232,Extremely Loud & Incredibly Close
1233,Morning Glory
1234,Get Rich or Die Tryin'
1235,The Art of War
1236,Rent
1237,Bless the Child
1238,The Out-of-Towners
1239,The Island of Dr. Moreau
1240,The Musketeer
1241,The Other Boleyn Girl
1242,Sweet November
1243,The Reaping
1244,Mean Streets
1245,Renaissance Man
1246,Colombiana
1247,Quest for Camelot
1248,City By The Sea
1249,At First Sight
1250,Torque
1251,City Hall
1252,Showgirls
1253,Marie Antoinette
1254,Kiss of Death
1255,Get Carter
1256,The Impossible
1257,Ishtar
1258,Fantastic Mr. Fox
1259,Life or Something Like It
1260,Memoirs of an Invisible Man
1261,Amélie
1262,New York Minute
1263,Alfie
1264,Big Miracle
1265,The Deep End of the Ocean
1266,FearDotCom
1267,Cirque du Freak: The Vampire's Assistant
1268,Duplex
1269,Soul Men
1270,Raise the Titanic
1271,Universal Soldier: The Return
1272,Pandorum
1273,Impostor
1274,Extreme Ops
1275,Just Visiting
1276,Sunshine
1277,A Thousand Words
1278,Delgo
